person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default
45,81396,OWN,12,MEDICAL,E,30797,8.467921324122386,0.1990145015736565,Y,19,0
53,71226,OTHER,18,PERSONAL,A,21336,19.49573949916772,0.23161697926576674,N,3,0
60,126296,MORTGAGE,5,MEDICAL,C,25331,15.107073364756523,0.6581705229250743,Y,24,1
26,101182,OWN,11,DEBTCONSOLIDATION,D,1507,18.599434201787524,0.47161258809254014,N,9,1
23,102565,RENT,36,DEBTCONSOLIDATION,B,26831,9.057463518284692,0.41173667110112233,N,25,0
69,49402,OWN,16,VENTURE,B,11263,19.91256665041004,0.26157705377658547,N,15,0
64,24263,OWN,22,HOMEIMPROVEMENT,D,4408,24.912381192454134,0.5874331483870964,Y,7,1
30,143489,OWN,25,VENTURE,E,28073,18.313010012519193,0.23729756324712317,N,11,0
48,116523,RENT,28,EDUCATION,E,19687,14.869599961457553,0.5922801789388985,N,9,0
55,66828,MORTGAGE,32,DEBTCONSOLIDATION,C,12457,23.463479772385295,0.0653801694112792,N,18,0
44,140824,OWN,26,VENTURE,D,4879,5.317036844637526,0.6929876598498461,N,26,0
40,67924,RENT,24,MEDICAL,C,28459,19.59847038571642,0.4046575060669869,N,13,1
55,94182,RENT,9,HOMEIMPROVEMENT,D,16982,22.774930336276256,0.35642133319218633,N,18,0
29,113065,OWN,22,HOMEIMPROVEMENT,C,27605,6.233491672419149,0.4927084951181204,Y,14,0
56,79052,MORTGAGE,20,PERSONAL,B,1377,14.001283408315164,0.5031117375880536,Y,20,0
28,31664,MORTGAGE,20,MEDICAL,D,18752,9.094389078999978,0.11430778974309648,N,13,0
43,55737,MORTGAGE,12,PERSONAL,C,31834,16.3303633117566,0.6074245359548085,Y,17,1
54,121332,RENT,36,VENTURE,C,19549,17.99085917207321,0.2279833553805497,N,26,0
68,109563,OWN,32,EDUCATION,F,18272,11.0524636585751,0.7249198853342321,N,28,0
54,49373,OWN,23,MEDICAL,A,3137,14.199633393562017,0.6561020240977177,N,6,0
67,137369,RENT,10,MEDICAL,B,7742,10.58678970553119,0.2835501728124513,Y,26,0
55,56397,RENT,16,MEDICAL,A,34472,12.387823289102275,0.6481140416285645,N,17,0
37,148575,MORTGAGE,3,PERSONAL,D,17428,8.190799133768472,0.2915484944469243,N,26,0
68,106145,RENT,24,VENTURE,D,29242,22.71118887171263,0.0897486684924721,N,7,0
58,121371,OWN,29,MEDICAL,B,12331,5.200208211182728,0.7698917085933094,N,12,0
51,58709,RENT,8,MEDICAL,D,20056,22.64818372887577,0.5255555920201976,Y,18,1
43,136074,RENT,20,HOMEIMPROVEMENT,C,25843,16.43357756699477,0.37031862606344745,Y,27,0
42,81120,RENT,19,EDUCATION,D,23334,11.63315688354035,0.32424094770952133,Y,24,0
51,39250,OTHER,18,HOMEIMPROVEMENT,C,33922,19.461142509206596,0.26651721406402856,N,15,0
56,41172,MORTGAGE,18,HOMEIMPROVEMENT,C,23705,15.155043037253286,0.7853436003890122,N,7,1
31,31555,OTHER,11,EDUCATION,F,19330,14.98217316215213,0.11645033945341685,Y,26,0
68,107410,OWN,36,VENTURE,B,8912,7.202845658379329,0.25869599654724895,N,24,0
32,98617,RENT,16,HOMEIMPROVEMENT,A,4166,12.790320518908175,0.3935431358233042,N,29,0
42,73276,OWN,36,VENTURE,C,21286,9.821286917134733,0.38761964059290605,N,12,0
44,77492,OWN,38,HOMEIMPROVEMENT,F,6015,5.313918111925593,0.3823795226821964,N,13,0
54,73002,MORTGAGE,27,DEBTCONSOLIDATION,C,27127,12.201992615642265,0.14886921450600166,N,14,0
60,140103,RENT,34,EDUCATION,A,15698,6.796442588512095,0.12449669641650543,N,5,0
49,144938,OWN,17,HOMEIMPROVEMENT,B,4485,10.136600754503704,0.21126639319960988,N,8,0
36,109599,RENT,13,DEBTCONSOLIDATION,C,29975,6.850332423661889,0.7324756615036243,Y,3,0
68,92355,RENT,34,PERSONAL,B,19903,7.018832511127977,0.09931184458926301,Y,7,0
39,111248,MORTGAGE,6,DEBTCONSOLIDATION,D,4181,8.980225888303766,0.6083658316649266,N,7,0
67,44762,OWN,12,MEDICAL,G,26519,24.996984889728004,0.6084632305753633,Y,19,1
44,31046,RENT,17,HOMEIMPROVEMENT,C,28086,5.043682857144976,0.6497186190788372,N,21,0
41,116999,RENT,36,DEBTCONSOLIDATION,C,6129,17.773452722408106,0.7104262363015909,N,9,1
32,144130,OWN,12,VENTURE,C,28210,7.824873960531146,0.21779858025575494,N,9,0
38,136021,MORTGAGE,35,PERSONAL,A,30828,23.412562734215516,0.18740198072242814,N,9,0
68,48769,MORTGAGE,30,HOMEIMPROVEMENT,E,12778,6.872657866672585,0.377749476556709,N,9,0
55,73302,OTHER,1,MEDICAL,C,8917,24.10126374252473,0.21942044331410857,N,2,0
31,43150,MORTGAGE,15,DEBTCONSOLIDATION,C,9463,17.21852774966956,0.590104891296655,N,3,1
60,88247,RENT,8,PERSONAL,D,25509,5.025361538309805,0.5123922656257326,Y,13,0
38,24853,MORTGAGE,8,HOMEIMPROVEMENT,C,28175,22.88014395833612,0.7012402735615947,N,16,1
31,114613,OWN,37,PERSONAL,D,7231,15.434236027338367,0.07536325975478653,Y,5,0
28,140900,RENT,10,MEDICAL,A,11832,10.25339470660969,0.7329158333528791,N,29,0
26,109399,MORTGAGE,21,DEBTCONSOLIDATION,E,19677,20.345583550312604,0.24174541506937075,N,26,0
47,41792,RENT,32,PERSONAL,F,24218,23.5333110777374,0.3976485332823174,N,4,0
33,79129,MORTGAGE,35,PERSONAL,D,3411,14.673816462935878,0.35650303439231856,N,15,0
50,126019,OWN,22,EDUCATION,F,19299,11.311069488862218,0.610646204372495,N,23,0
38,94478,OWN,33,PERSONAL,B,15694,20.778902478698534,0.3420633144511556,N,24,0
66,133811,MORTGAGE,8,EDUCATION,C,5451,18.635709955769094,0.7554069850630335,N,9,1
35,134130,MORTGAGE,23,DEBTCONSOLIDATION,D,28833,22.775049675005448,0.7230017672844746,N,14,1
24,87298,OWN,7,HOMEIMPROVEMENT,C,22173,18.850280255223858,0.6990073100559102,N,24,1
54,51987,OWN,6,HOMEIMPROVEMENT,C,6065,9.870566777990726,0.06629408279210004,N,20,0
31,35850,RENT,35,DEBTCONSOLIDATION,B,23321,23.63318499518038,0.6848638686276122,N,23,1
44,32112,OWN,17,DEBTCONSOLIDATION,A,25994,7.096714944119826,0.6274920019001363,N,6,0
40,141789,RENT,2,VENTURE,C,34441,10.358855002136957,0.0917752281348435,Y,14,0
55,44058,MORTGAGE,27,DEBTCONSOLIDATION,B,9124,15.403892154477711,0.09485731709461527,N,29,0
42,65420,OWN,5,PERSONAL,D,1335,16.314840521418027,0.08991941109885752,N,27,0
35,58890,MORTGAGE,20,HOMEIMPROVEMENT,B,19146,5.306211732538109,0.018952748631545155,N,21,0
58,86017,RENT,27,MEDICAL,A,12324,20.6114545164188,0.443421101103721,N,2,1
64,67304,RENT,39,HOMEIMPROVEMENT,C,4315,12.23214636850779,0.7789814902344743,N,17,0
61,52921,MORTGAGE,0,EDUCATION,C,2929,13.128370820042756,0.35656091529083694,Y,24,0
58,125921,RENT,35,HOMEIMPROVEMENT,E,3107,21.187390888738914,0.4371984264910116,N,25,1
33,21524,RENT,20,VENTURE,C,26150,12.585667834550891,0.7746961394482649,N,3,0
50,120424,RENT,34,DEBTCONSOLIDATION,B,32853,5.944497529895097,0.21159396073164227,Y,8,0
24,35048,OTHER,12,DEBTCONSOLIDATION,E,12491,8.528795409407007,0.6881914995526277,N,7,0
54,55111,MORTGAGE,9,HOMEIMPROVEMENT,C,21668,24.118063447763646,0.44164846909727157,N,6,1
42,57904,RENT,9,MEDICAL,A,31599,6.408107248050284,0.45988644658377853,N,5,0
48,74912,RENT,12,MEDICAL,C,31916,12.098624019360324,0.281107347193754,N,3,0
62,54008,RENT,36,VENTURE,F,6080,15.063583341026892,0.4536516451638574,Y,11,1
30,20060,MORTGAGE,37,EDUCATION,C,7554,14.8656165467712,0.06778258248784431,N,23,0
37,94666,MORTGAGE,23,HOMEIMPROVEMENT,B,24590,5.079198860242855,0.6140684223651487,N,6,0
66,103559,RENT,1,DEBTCONSOLIDATION,A,16323,15.023254629149807,0.23490333161997465,N,19,0
31,75337,RENT,21,HOMEIMPROVEMENT,B,15839,12.675449159548185,0.7112105803002244,Y,11,0
28,130616,RENT,16,VENTURE,C,3991,24.441586709491144,0.3006020487398922,N,24,0
29,33350,MORTGAGE,35,PERSONAL,C,1206,8.183181679876597,0.12283104728463724,N,23,0
63,44354,MORTGAGE,13,PERSONAL,A,32457,12.0830839351899,0.5597464437511032,N,29,0
36,65186,RENT,9,VENTURE,F,16228,13.389629701796395,0.14001673432366726,Y,16,0
57,48145,RENT,34,DEBTCONSOLIDATION,D,7497,12.813870742018976,0.6054076072789625,Y,28,0
26,54020,RENT,24,VENTURE,C,25663,18.31661655303725,0.7748086667608322,Y,10,1
65,106123,OTHER,2,DEBTCONSOLIDATION,E,18218,9.310257150955376,0.6258467663482569,N,12,0
32,126667,RENT,37,MEDICAL,A,22472,9.421431056279836,0.027734906260746497,N,27,0
59,95186,MORTGAGE,16,VENTURE,C,18731,19.584218970017062,0.48390977256169204,N,22,1
61,105469,OWN,11,DEBTCONSOLIDATION,D,12626,15.005810373563593,0.5593744300660822,N,26,1
28,40581,RENT,23,VENTURE,E,24095,13.303113521146209,0.6621120773790653,N,26,0
69,108929,RENT,28,VENTURE,D,12618,8.384061033545036,0.05424182406181013,N,18,0
46,43051,RENT,24,DEBTCONSOLIDATION,B,3817,8.750544458243333,0.3892851840823062,N,22,0
21,71474,OWN,35,DEBTCONSOLIDATION,F,16004,5.2110327363180104,0.43294298938433157,Y,10,1
24,111748,MORTGAGE,25,EDUCATION,A,3557,6.828525377234184,0.14360864148890065,N,24,0
48,145995,OWN,37,VENTURE,E,27160,16.136773893804822,0.2647353496714132,N,17,0
56,134618,OWN,0,PERSONAL,G,902,22.837462600168198,0.3577751637423705,N,7,0
57,89626,RENT,19,VENTURE,B,9105,10.743295302611148,0.6682356534866633,N,23,0
38,26960,OTHER,27,VENTURE,D,16261,11.554944517922562,0.7442319771954635,N,12,0
27,55772,MORTGAGE,15,DEBTCONSOLIDATION,A,27543,7.312112212230244,0.5064540348449615,N,24,0
67,41520,RENT,16,VENTURE,C,34135,12.772618912142056,0.3220066969569551,N,18,0
64,69481,OTHER,39,HOMEIMPROVEMENT,C,14279,5.744434091386584,0.21068450406119893,Y,5,0
20,56408,OWN,27,VENTURE,C,15655,23.352013925238005,0.7858867957045589,Y,16,1
41,114006,OWN,11,HOMEIMPROVEMENT,F,33632,18.462226962490575,0.7865857984803232,Y,2,1
36,148496,MORTGAGE,26,PERSONAL,D,24351,24.814976187864378,0.7407317891056775,N,23,1
26,77134,MORTGAGE,29,DEBTCONSOLIDATION,C,15866,22.656463253569875,0.6306786284034772,N,21,1
44,40491,MORTGAGE,33,VENTURE,E,28908,14.459811873963053,0.2673658395590384,N,2,0
64,21341,RENT,36,HOMEIMPROVEMENT,F,7071,15.393700623007538,0.6554303819631283,N,10,1
23,64623,RENT,5,HOMEIMPROVEMENT,A,14517,8.811520930343876,0.33294648364422635,N,13,0
55,110327,MORTGAGE,6,HOMEIMPROVEMENT,G,4650,14.240786856791113,0.2681507475424857,Y,5,0
25,20338,RENT,31,MEDICAL,A,19923,23.060557469856235,0.5984436331883609,N,29,1
50,91431,RENT,31,EDUCATION,E,4637,6.0170684727164225,0.07292660282013408,N,23,0
38,32254,OWN,24,PERSONAL,B,30492,22.271136059966196,0.04836455140357274,N,14,0
63,71860,OWN,32,VENTURE,A,29402,11.818956032852196,0.3638834207731367,N,8,0
58,31344,OWN,6,MEDICAL,C,14333,22.990255301926197,0.3620546526495079,N,9,0
46,21750,MORTGAGE,11,VENTURE,D,1881,23.817598126829694,0.7175588809204296,Y,29,1
29,74756,RENT,15,VENTURE,C,8654,18.41729774003812,0.10966094606737527,N,14,0
45,87957,RENT,15,DEBTCONSOLIDATION,A,34735,18.28847573185356,0.1073943026874061,N,12,0
38,125423,RENT,35,DEBTCONSOLIDATION,C,13939,14.055086754174802,0.12648755437517192,Y,10,0
58,78053,MORTGAGE,12,DEBTCONSOLIDATION,F,19622,21.71080449087415,0.03349164642273606,N,26,0
22,90855,OWN,6,MEDICAL,C,24456,24.232255168665663,0.06666807287377763,N,25,0
64,35896,RENT,35,VENTURE,B,17764,20.501636006782384,0.5312971947949409,Y,17,1
32,75761,MORTGAGE,8,EDUCATION,C,3649,17.438734675134185,0.3509516200028323,Y,11,0
69,82552,MORTGAGE,31,PERSONAL,A,25160,17.135857916426737,0.6132464229995308,Y,12,1
47,140075,MORTGAGE,10,DEBTCONSOLIDATION,E,21028,21.989398031673247,0.7941521976795116,N,13,1
39,97454,MORTGAGE,7,DEBTCONSOLIDATION,E,1668,15.824075315425967,0.5306373980682111,Y,29,1
47,146522,RENT,32,VENTURE,C,15532,21.077197724976454,0.04985990078989776,N,15,0
27,138681,MORTGAGE,22,VENTURE,C,4016,15.177705103484914,0.09260466315592979,Y,20,0
60,110600,OWN,24,MEDICAL,D,20251,6.248885499478483,0.7059932270036192,N,13,0
58,142732,MORTGAGE,7,MEDICAL,C,30873,12.678940178083105,0.4267217962010266,N,19,0
20,132153,MORTGAGE,21,DEBTCONSOLIDATION,E,30770,13.888819153429974,0.6616213559226346,N,22,0
22,142926,MORTGAGE,3,VENTURE,D,10886,7.832344899732345,0.6867237456176917,Y,18,0
32,47935,MORTGAGE,39,EDUCATION,D,14657,7.049926583784256,0.7428628877846202,N,4,0
47,57641,RENT,2,PERSONAL,C,4126,15.709298993139083,0.760365072334229,N,2,1
68,49711,OWN,28,VENTURE,C,20900,6.7028727311216425,0.4483123792376119,N,20,0
44,90342,OTHER,28,VENTURE,F,16479,11.058903357801679,0.27940593608226677,N,5,0
52,126896,MORTGAGE,33,HOMEIMPROVEMENT,C,12029,19.89193951926152,0.769873250734919,N,24,1
57,32182,RENT,33,MEDICAL,D,17145,24.288643591359616,0.44245106074096796,N,29,1
25,107833,RENT,27,PERSONAL,B,26924,19.35741161103857,0.06075965113414273,Y,17,0
63,76276,RENT,12,DEBTCONSOLIDATION,D,13882,24.852510969057406,0.5177934745472934,N,13,1
64,39541,MORTGAGE,14,VENTURE,C,4525,18.96675942558805,0.47427095281205855,N,22,1
51,114457,MORTGAGE,22,DEBTCONSOLIDATION,B,14344,10.87588941308655,0.7176763695868178,N,22,0
64,102310,RENT,25,VENTURE,A,4675,18.44105081010724,0.5260178794346719,N,14,1
66,64813,OWN,3,DEBTCONSOLIDATION,D,31019,19.043135303938076,0.2857514153246256,N,18,0
40,57198,MORTGAGE,25,PERSONAL,D,9674,12.434539692329212,0.7733183233075982,N,9,0
35,28820,MORTGAGE,39,MEDICAL,C,3943,5.35427701218778,0.6432793939258066,Y,14,0
40,44070,OWN,8,PERSONAL,B,21895,19.06399569550974,0.5080299185212699,N,21,1
30,89768,OWN,4,HOMEIMPROVEMENT,D,11225,5.434001905510833,0.2414109106884671,N,27,0
56,31122,OWN,31,EDUCATION,A,33961,17.623761561201423,0.30509683408829347,N,6,0
55,100559,RENT,19,MEDICAL,C,31851,8.272329774851102,0.5392762400363588,Y,19,0
54,93543,OWN,10,PERSONAL,B,18696,16.31207055496087,0.06686484658602415,N,16,0
38,103441,MORTGAGE,14,HOMEIMPROVEMENT,B,14754,15.078260507612,0.21277766740370815,N,13,0
39,61786,MORTGAGE,31,EDUCATION,B,14521,5.270272846123651,0.5739817373833125,N,18,0
37,114934,OWN,27,HOMEIMPROVEMENT,C,6224,12.257316339902069,0.38921462277725055,N,26,0
66,119804,MORTGAGE,21,VENTURE,A,29190,17.021823347926055,0.32789091620339983,N,16,0
60,26737,RENT,16,VENTURE,C,1907,21.972131037975593,0.12965152169632746,N,3,0
68,56062,OWN,25,DEBTCONSOLIDATION,C,8532,22.772842276730344,0.3590607372374088,N,7,0
33,74237,RENT,6,MEDICAL,C,18294,14.676999400664466,0.6188466569005848,N,18,0
34,71571,RENT,25,VENTURE,C,20381,19.568449745988765,0.2185701483967955,N,17,0
50,45510,MORTGAGE,24,HOMEIMPROVEMENT,E,21256,11.329091530669153,0.014264848325105156,N,18,0
20,39426,OTHER,9,MEDICAL,A,29916,11.84372811517315,0.5381188719092764,N,26,0
22,57265,RENT,18,VENTURE,C,26252,8.889270383646275,0.7783750175017166,N,21,0
35,37850,OWN,10,DEBTCONSOLIDATION,A,13426,16.238962199864787,0.48939298523498054,Y,10,1
42,138249,MORTGAGE,12,PERSONAL,A,34265,11.291283018547304,0.10473826855243282,Y,28,0
30,86150,RENT,7,DEBTCONSOLIDATION,C,14890,6.687417928770101,0.26337914295229176,Y,6,0
31,107312,OWN,39,EDUCATION,C,22439,18.700121733263575,0.6954368756289765,Y,24,1
29,109613,MORTGAGE,3,VENTURE,E,27807,19.15506415210796,0.1937287786628946,Y,2,1
51,94910,OWN,30,EDUCATION,C,31328,12.199848375581157,0.4900797637631104,N,7,0
35,72375,RENT,27,EDUCATION,F,29013,6.534467989120456,0.3281102545206583,N,25,0
27,141826,RENT,10,HOMEIMPROVEMENT,A,25002,13.525954348068518,0.17419653992152273,N,15,0
57,55435,MORTGAGE,0,MEDICAL,A,30563,13.84670916100431,0.652591445916097,N,18,0
31,116443,OWN,37,HOMEIMPROVEMENT,A,22986,18.37341769795786,0.5968367084078954,N,26,1
43,77132,RENT,23,VENTURE,B,32192,11.30832782517367,0.5326569421078197,N,20,0
47,98945,MORTGAGE,30,EDUCATION,C,16458,18.65198559562611,0.19670590631231347,N,2,0
27,102050,RENT,25,PERSONAL,D,17732,22.429770835147767,0.08730703214599553,N,2,0
47,149828,MORTGAGE,4,EDUCATION,A,11248,9.749720847243996,0.4651658705625133,Y,14,0
55,115402,RENT,19,PERSONAL,F,11014,24.578391122397996,0.44740548849615236,Y,15,1
45,22983,OTHER,10,HOMEIMPROVEMENT,E,23238,12.727362742736139,0.1588241573745497,N,28,0
27,117241,RENT,32,HOMEIMPROVEMENT,B,9195,10.345173702941235,0.05443488850898627,Y,7,0
69,40662,RENT,37,MEDICAL,A,8570,13.43022365020581,0.07375967881324892,N,28,0
47,43510,RENT,26,EDUCATION,B,28265,6.887949518077184,0.7942890793450598,N,7,0
47,98187,RENT,33,DEBTCONSOLIDATION,A,31261,7.514118130242313,0.6290312768468782,N,2,0
56,60998,MORTGAGE,14,HOMEIMPROVEMENT,A,17198,13.288680939366628,0.7383701060124864,Y,15,0
60,76846,OTHER,31,HOMEIMPROVEMENT,C,15623,20.248890438782002,0.16409323056672706,N,4,0
55,114071,RENT,20,MEDICAL,B,26116,23.00624479148982,0.7688491436955137,N,24,1
46,26640,OWN,4,PERSONAL,C,11682,18.29635981432542,0.12269693766379804,N,11,0
36,64547,MORTGAGE,5,MEDICAL,G,25333,7.104391104763394,0.4121746445675122,Y,20,1
28,74620,MORTGAGE,37,EDUCATION,D,33842,18.440395243610702,0.6654595906894806,Y,20,1
52,35317,OWN,21,VENTURE,F,31831,17.70855841405944,0.2863446500641477,Y,20,1
39,135608,RENT,17,VENTURE,A,26628,21.115278365866626,0.34561454120975144,Y,29,0
32,27564,OWN,13,PERSONAL,C,32056,21.50497333304362,0.1112662371362873,N,24,0
47,47345,MORTGAGE,9,HOMEIMPROVEMENT,C,22469,22.36406151557958,0.10710828519918847,Y,5,0
67,133824,RENT,12,PERSONAL,A,22376,13.282630291581967,0.4994588975751411,N,21,0
48,114223,OWN,30,HOMEIMPROVEMENT,A,9449,18.957287907042886,0.5436705712098449,N,20,1
32,143372,RENT,29,HOMEIMPROVEMENT,D,25018,10.365007178446215,0.6240926861249327,Y,11,0
65,99273,MORTGAGE,2,VENTURE,D,6170,24.986725599670084,0.4497788216185853,N,28,1
54,94859,RENT,29,PERSONAL,C,24599,8.5066848275372,0.5201498408864317,N,26,0
25,100765,OWN,5,MEDICAL,C,13216,5.202288633216716,0.020678644642778847,N,3,0
37,130017,OWN,28,HOMEIMPROVEMENT,C,8337,7.97617429036352,0.13811487443837858,N,5,0
24,94038,OWN,7,DEBTCONSOLIDATION,A,19659,20.517445790882533,0.7880826651533547,N,25,1
66,143618,RENT,32,DEBTCONSOLIDATION,B,22060,13.93567353016423,0.07003486998950711,N,7,0
44,72393,OWN,16,MEDICAL,B,17606,13.950004956208566,0.5462426955855936,N,8,0
21,86081,OWN,10,DEBTCONSOLIDATION,A,9220,24.10045839223337,0.14910528009505583,N,17,0
29,145341,OWN,12,EDUCATION,F,28862,23.392698160561483,0.5762076827564372,N,8,1
49,122650,OWN,10,HOMEIMPROVEMENT,C,28758,11.223894756080185,0.5677324183399749,N,19,0
69,49430,MORTGAGE,30,MEDICAL,D,22282,9.181162575617323,0.19501725723259128,N,21,0
64,95532,MORTGAGE,27,PERSONAL,B,21620,21.969644198674793,0.22301117538317133,N,27,0
24,47788,RENT,5,HOMEIMPROVEMENT,C,20290,23.120381420887263,0.5272688637456497,N,27,1
52,115505,MORTGAGE,15,MEDICAL,B,28412,15.831938455969738,0.3181679706363688,Y,23,0
20,68543,OWN,3,VENTURE,A,19656,17.588474222342008,0.16369289606292992,N,20,0
37,33919,RENT,34,PERSONAL,B,11172,10.138285693845868,0.5880268830421106,N,10,0
51,89346,RENT,25,VENTURE,D,14944,21.016053759570493,0.131776544225704,N,21,0
66,116122,RENT,11,HOMEIMPROVEMENT,D,7284,17.642448568980463,0.6859584946745079,N,11,1
68,59974,MORTGAGE,10,PERSONAL,C,18429,15.070270225959932,0.41658892400094377,N,14,1
30,127309,MORTGAGE,36,DEBTCONSOLIDATION,C,1570,6.2021711215679165,0.09350347706464754,N,19,0
40,36371,MORTGAGE,24,MEDICAL,F,23406,23.318699250223073,0.5583171434894777,Y,17,1
45,65084,OWN,17,HOMEIMPROVEMENT,A,3439,17.30902840768812,0.420138801263887,N,23,1
44,49629,OWN,18,EDUCATION,B,30341,8.85382189385936,0.24546548171789953,N,18,0
41,71184,RENT,22,PERSONAL,B,16801,17.127722339661055,0.34380611037684533,N,23,0
46,81916,RENT,37,PERSONAL,D,7694,18.549267084799467,0.24568681743412404,N,14,0
68,147293,OWN,17,HOMEIMPROVEMENT,G,6351,15.51540673366451,0.2177904102367994,N,13,0
32,93972,RENT,25,HOMEIMPROVEMENT,B,16878,19.362034759120448,0.13925065246653265,N,11,0
52,82187,RENT,5,VENTURE,E,1178,16.629078958572485,0.296586035178606,N,2,0
53,32984,OWN,3,DEBTCONSOLIDATION,E,31140,23.955391640642965,0.2082798929896959,N,9,0
60,53039,MORTGAGE,28,VENTURE,B,34256,6.073941571986136,0.5499132447725945,Y,22,0
54,105431,OTHER,33,VENTURE,C,30277,7.12491416939121,0.5502626255190121,N,23,0
20,103691,MORTGAGE,16,DEBTCONSOLIDATION,C,26683,8.473432739086796,0.4064537916189544,N,19,0
40,78606,OWN,15,EDUCATION,G,27945,18.803421412086642,0.6245761767015536,N,3,1
67,30616,OWN,1,VENTURE,B,2002,17.91191745499617,0.6746583780147781,Y,17,1
25,122665,OWN,33,VENTURE,D,22165,22.84117720419388,0.4680155013730758,N,13,1
47,125373,MORTGAGE,7,PERSONAL,B,16698,19.65754905767797,0.49895877858311266,N,10,1
36,70072,RENT,12,DEBTCONSOLIDATION,D,21911,15.167109751291845,0.23347986873122853,N,4,0
24,44574,OWN,7,MEDICAL,C,16367,24.836635849272607,0.7169466685573607,N,23,1
50,23430,MORTGAGE,29,EDUCATION,C,14766,10.322159123385983,0.029122775093798563,N,27,0
24,139123,RENT,31,EDUCATION,E,31713,21.663833195709078,0.2853959508598481,N,22,0
57,32676,OWN,35,DEBTCONSOLIDATION,E,7867,13.535807443878387,0.5802223330243863,N,29,0
22,30816,OWN,29,HOMEIMPROVEMENT,E,13990,17.974702777514686,0.07327071264021738,N,5,0
42,52733,RENT,0,HOMEIMPROVEMENT,A,9719,19.545369409048682,0.1547039266683512,N,27,0
56,105680,RENT,38,PERSONAL,D,6810,17.67508174380673,0.4755357250116524,N,3,1
56,22050,RENT,16,PERSONAL,A,30131,7.8101460621718655,0.4523950004562108,Y,9,0
29,129996,RENT,19,DEBTCONSOLIDATION,C,15244,13.859020214958655,0.5937533539434545,Y,11,0
29,53933,RENT,23,PERSONAL,C,20367,16.228767558662486,0.6519639848796558,N,17,1
38,44951,MORTGAGE,21,EDUCATION,C,19125,21.980875183571936,0.11157786702421861,N,24,0
36,52413,RENT,28,EDUCATION,C,6878,13.872914975971447,0.02452098192244122,N,12,0
40,54801,OWN,21,MEDICAL,G,19649,23.37494609608503,0.5548144305305358,N,19,1
33,75619,RENT,8,HOMEIMPROVEMENT,A,11922,13.807484460504213,0.2480995186554238,N,23,0
28,52913,MORTGAGE,36,DEBTCONSOLIDATION,D,28426,15.975597185260233,0.5045272919951833,N,15,1
65,132573,RENT,9,VENTURE,C,33671,20.92571365885602,0.12893022456915754,N,9,0
20,139076,OWN,35,HOMEIMPROVEMENT,A,13680,16.661353688442873,0.3805416368661107,N,24,0
64,60600,MORTGAGE,36,VENTURE,B,27801,24.204361447656492,0.4084955493901152,N,16,1
32,77775,MORTGAGE,27,MEDICAL,F,24514,18.20671661028255,0.4722114749348407,N,18,1
23,110816,RENT,27,MEDICAL,E,31436,15.454189081352022,0.4154043129011459,N,22,1
20,149972,MORTGAGE,20,PERSONAL,F,14836,5.471839355615917,0.401595708480684,N,19,0
68,110093,OWN,23,MEDICAL,G,22700,13.274657951606596,0.2728599816472459,Y,7,0
59,132590,OWN,39,MEDICAL,B,5970,10.984968385203208,0.06623238669128813,Y,24,0
51,55400,RENT,1,VENTURE,C,31359,19.962113357749786,0.08072095546950542,N,15,0
53,24494,RENT,7,PERSONAL,D,15453,9.165553503070916,0.3526848367816514,N,24,0
47,100688,MORTGAGE,26,MEDICAL,C,27933,9.104401745881436,0.2910765709785845,N,4,0
50,142744,OWN,21,HOMEIMPROVEMENT,C,26457,8.790380864747537,0.41774649569285327,N,8,0
27,109431,OWN,36,MEDICAL,C,7023,7.512312263124718,0.25082215371245087,N,16,0
58,94691,MORTGAGE,26,PERSONAL,C,21887,11.220140073417749,0.5534489722497062,N,22,0
45,117419,MORTGAGE,28,DEBTCONSOLIDATION,C,31669,22.718442288868502,0.6925243093875134,N,25,1
53,128730,RENT,2,PERSONAL,B,23490,20.4985694461191,0.2461019191416255,N,29,0
22,63001,OWN,12,VENTURE,C,30161,19.70502432613587,0.1624573662718326,Y,17,0
69,87364,RENT,9,DEBTCONSOLIDATION,C,13919,20.946736112999254,0.1017826536607304,N,17,0
31,144988,MORTGAGE,35,HOMEIMPROVEMENT,C,14957,10.388357786591433,0.4968406920509419,N,9,0
20,65028,MORTGAGE,8,EDUCATION,B,2564,22.748833815049757,0.36064623300104987,N,8,0
63,127434,OTHER,26,PERSONAL,D,11066,7.746067502832088,0.15853241658506828,N,7,0
24,117659,RENT,33,VENTURE,A,33585,11.72691453431164,0.5259780193005658,N,3,0
49,57573,RENT,0,HOMEIMPROVEMENT,C,32028,16.734962379346857,0.1273017145741747,N,23,0
49,20806,RENT,31,DEBTCONSOLIDATION,D,6630,7.058101766840013,0.44789755761988254,N,14,0
36,144343,RENT,24,HOMEIMPROVEMENT,C,2542,19.6026037555285,0.42644722148395914,N,13,1
67,76638,RENT,28,PERSONAL,B,5098,12.7449209640695,0.5900399629370059,N,16,0
66,148301,MORTGAGE,6,MEDICAL,D,33386,20.688113312168,0.05353661555312674,Y,28,0
42,146295,RENT,2,PERSONAL,C,33977,14.857925711692054,0.711419616162551,N,10,0
34,126506,RENT,19,EDUCATION,D,29216,8.617490488506727,0.5653634636559874,Y,3,0
